kind,episode,loss,policy_loss,value_loss,entropy,steps,hpwl_local_end,time_sec
swap,1,102221.125000,,,,80,6088.900000,0.307431
swap,2,158425.667969,,,,80,6427.699935,0.290421
swap,3,162151.664062,,,,80,5365.539923,0.317349
swap,4,1893942.937500,,,,80,7025.899970,0.323308
swap,5,1017706.812500,,,,80,5880.179946,0.280124
swap,6,145558.054688,,,,80,5749.459972,0.300486
swap,7,154555.320312,,,,80,5943.679961,0.277384
swap,8,1192206.968750,,,,80,4746.839911,0.295879
swap,9,1298694.500000,,,,80,6270.559919,0.303190
swap,10,107657.199219,,,,80,6550.119973,0.306717
swap,11,571761.062500,,,,80,6628.419889,0.317033
swap,12,2693512.312500,,,,80,7529.419973,0.319465
swap,13,145989.050781,,,,80,5559.959993,0.314151
swap,14,90145.867188,,,,80,5949.499907,0.335349
swap,15,166843.570312,,,,80,6358.899997,0.334080
swap,16,98437.982422,,,,80,5986.299941,0.266503
swap,17,432321.625000,,,,80,7363.019898,0.286963
swap,18,99807.736328,,,,80,5754.659903,0.292875
swap,19,169732.882812,,,,80,6970.239987,0.287069
swap,20,80679.958984,,,,80,5759.259966,0.278852
swap,21,74471.208984,,,,80,5923.099990,0.309952
swap,22,84931.177734,,,,80,5705.819968,0.293141
swap,23,1650133.625000,,,,80,6954.459907,0.341689
swap,24,758933.625000,,,,80,6215.299969,0.353219
swap,25,58284.770508,,,,80,6150.899942,0.346662
swap,26,162135.691406,,,,80,6885.159926,0.343121
swap,27,62266.482422,,,,80,6324.039980,0.323847
swap,28,87979.550781,,,,80,5579.699968,0.312163
swap,29,1232666.625000,,,,80,6457.479902,0.325310
swap,30,108911.105469,,,,80,6558.759965,0.334581
swap,31,51006.324219,,,,80,5528.459960,0.296858
swap,32,103255.396484,,,,80,5402.559897,0.297920
swap,33,186313.863281,,,,80,5111.779969,0.331013
swap,34,1249779.218750,,,,80,6206.919992,0.331643
swap,35,63106.030273,,,,80,5329.379950,0.286468
swap,36,277486.546875,,,,80,6738.199940,0.291211
swap,37,178431.460938,,,,80,6251.199906,0.283122
swap,38,60873.845703,,,,80,6016.739936,0.297697
swap,39,76474.330078,,,,80,5654.399950,0.323253
swap,40,1177984.718750,,,,80,6225.979909,0.308902
swap,41,226729.488281,,,,80,5808.699953,0.317455
swap,42,1168945.500000,,,,80,6606.159940,0.356752
swap,43,1077567.031250,,,,80,5685.779935,0.318769
swap,44,758762.593750,,,,80,5698.579981,0.344361
swap,45,122482.751953,,,,80,6352.439901,0.309623
swap,46,52171.200195,,,,80,6027.939994,0.326926
swap,47,42474.912109,,,,80,5791.899932,0.342783
swap,48,89217.085938,,,,80,5760.559920,0.369943
swap,49,1130867.781250,,,,80,6641.979929,0.290330
swap,50,53994.435547,,,,80,6613.980016,0.336943
swap,51,26503.185059,,,,80,6439.559901,0.312399
swap,52,142937.847656,,,,80,4670.879964,0.319132
swap,53,41247.200195,,,,80,5560.139945,0.319057
swap,54,83153.087891,,,,80,5822.779952,0.337154
swap,55,107283.861328,,,,80,5393.559926,0.309674
swap,56,74751.203125,,,,80,5614.279958,0.295963
swap,57,194026.390625,,,,80,7057.759951,0.301718
swap,58,141260.183594,,,,80,6420.839993,0.295306
swap,59,34332.626953,,,,80,5726.859961,0.319646
swap,60,261229.167969,,,,80,6562.499907,0.289220
swap,1,67493.857422,,,,80,2564.300055,0.320525
swap,2,67222.361328,,,,80,2587.740042,0.317000
swap,3,90195.669922,,,,80,2616.060034,0.365132
swap,4,62524.250977,,,,80,2414.080038,0.297007
swap,5,54205.385742,,,,80,2926.940024,0.292372
swap,6,30916.705078,,,,80,2452.780051,0.315377
swap,7,29420.462891,,,,80,2452.780051,0.319858
swap,8,23077.993164,,,,80,2452.780051,0.293307
swap,9,5821.498413,,,,80,2618.700049,0.302532
swap,10,11521.196533,,,,80,2888.040030,0.298445
swap,11,13515.261719,,,,80,2452.780051,0.322370
swap,12,14298.917969,,,,80,2645.280051,0.302341
swap,13,17977.449707,,,,80,2868.560034,0.370235
swap,14,10615.292236,,,,80,2626.860052,0.365208
swap,15,15008.602295,,,,80,3014.460028,0.334603
swap,16,9391.955811,,,,80,2572.460059,0.367972
swap,17,15671.011475,,,,80,2686.700056,0.341515
swap,18,32745.501953,,,,80,3200.200050,0.359983
swap,19,7327.893311,,,,80,2607.820044,0.351392
swap,20,3608.341003,,,,80,2452.780051,0.377505
swap,21,10069.447266,,,,80,2452.780051,0.353008
swap,22,20867.143555,,,,80,2901.200034,0.342378
swap,23,13424.924561,,,,80,2607.820044,0.337221
swap,24,33144.195801,,,,80,3022.160048,0.343038
swap,25,21695.384277,,,,80,3108.560049,0.262600
swap,26,5625.684204,,,,80,2452.780051,0.307858
swap,27,14341.322754,,,,80,2854.760046,0.322654
swap,28,17146.937500,,,,80,2984.500021,0.321196
swap,29,4583.363770,,,,80,2572.460059,0.395703
swap,30,21317.948730,,,,80,2947.040030,0.383166
swap,31,11249.634521,,,,80,2452.780051,0.337278
swap,32,21777.693848,,,,80,3022.340041,0.363451
swap,33,8254.375854,,,,80,2602.380057,0.352407
swap,34,31854.845703,,,,80,2880.420042,0.362326
swap,35,28299.143555,,,,80,3202.300041,0.355479
swap,36,8350.236694,,,,80,2452.780051,0.313945
swap,37,6102.298462,,,,80,2452.780051,0.314636
swap,38,31252.976562,,,,80,3132.200041,0.317793
swap,39,7361.112305,,,,80,2452.780051,0.308093
swap,40,7848.869019,,,,80,2452.780051,0.372258
swap,41,24233.707031,,,,80,2711.200026,0.376192
swap,42,57947.483398,,,,80,3479.360039,0.383440
swap,43,18328.388184,,,,80,2972.680045,0.392435
swap,44,34106.769531,,,,80,3159.260046,0.377461
swap,45,17690.313965,,,,80,2760.200034,0.374317
swap,46,10000.535645,,,,80,2452.780051,0.344795
swap,47,8495.115479,,,,80,2547.980063,0.348205
swap,48,22694.978516,,,,80,2924.220053,0.348661
swap,49,21251.087891,,,,80,2452.780051,0.356345
swap,50,9764.457764,,,,80,2605.100043,0.316847
swap,51,21185.568359,,,,80,2741.100050,0.295192
swap,52,9500.103516,,,,80,2757.880042,0.297102
swap,53,8491.887451,,,,80,2698.880057,0.326811
swap,54,16979.269043,,,,80,2866.480048,0.342502
swap,55,13303.180420,,,,80,3011.260048,0.298668
swap,56,4031.444702,,,,80,2452.780051,0.324789
swap,57,28074.622070,,,,80,2953.320052,0.322949
swap,58,8041.909790,,,,80,2452.780051,0.336272
swap,59,36181.680664,,,,80,3176.680045,0.330584
swap,60,7369.759155,,,,80,2561.580054,0.336885
swap,1,143707.007812,,,,80,5858.720102,0.313896
swap,2,109003.134766,,,,80,5779.740060,0.340375
swap,3,432716.875000,,,,80,6121.060148,0.333031
swap,4,199477.945312,,,,80,6144.620062,0.398619
swap,5,141778.269531,,,,80,5946.920129,0.335713
swap,6,119478.062500,,,,80,5768.800100,0.320668
swap,7,7783.263306,,,,80,5255.300085,0.318587
swap,8,701500.625000,,,,80,6749.580134,0.295582
swap,9,245895.121094,,,,80,6226.460079,0.315377
swap,10,224117.289062,,,,80,6500.760050,0.296752
swap,11,394450.812500,,,,80,6109.400145,0.321699
swap,12,138395.773438,,,,80,5827.520056,0.305711
swap,13,193197.714844,,,,80,6027.260050,0.338004
swap,14,354823.601562,,,,80,6084.260099,0.328692
swap,15,162075.160156,,,,80,5806.060102,0.333748
swap,16,92749.408203,,,,80,5678.260115,0.292344
swap,17,295641.804688,,,,80,6271.080092,0.294876
swap,18,102298.339844,,,,80,5533.280096,0.300097
swap,19,51704.844727,,,,80,5654.940107,0.290791
swap,20,335555.343750,,,,80,6702.740076,0.288885
swap,21,173098.437500,,,,80,6076.040088,0.349536
swap,22,56540.034180,,,,80,5895.420096,0.287320
swap,23,316344.093750,,,,80,6427.880148,0.320272
swap,24,39826.401367,,,,80,5311.920126,0.331183
swap,25,438991.437500,,,,80,6572.800110,0.315138
swap,26,57388.253906,,,,80,5518.180121,0.300149
swap,27,372183.203125,,,,80,6423.960102,0.287744
swap,28,180809.511719,,,,80,6198.000094,0.315857
swap,29,135214.511719,,,,80,5019.320013,0.277789
swap,30,107958.746094,,,,80,6078.360057,0.316599
swap,31,94017.814453,,,,80,5919.720053,0.302205
swap,32,104482.875000,,,,80,6078.780096,0.339534
swap,33,57365.395508,,,,80,5698.900045,0.327971
swap,34,291042.851562,,,,80,6409.280037,0.348959
swap,35,174062.222656,,,,80,6101.200064,0.310030
swap,36,53415.451172,,,,80,5513.100103,0.341049
swap,37,113183.580078,,,,80,5710.440130,0.298437
swap,38,248018.488281,,,,80,6056.720089,0.337400
swap,39,296277.585938,,,,80,6453.040072,0.278801
swap,40,564874.203125,,,,80,5890.160090,0.302567
swap,41,460033.562500,,,,80,6864.600081,0.318625
swap,42,55960.312500,,,,80,6405.680136,0.280043
swap,43,489316.757812,,,,80,6210.040106,0.325253
swap,44,172831.402344,,,,80,6491.180101,0.347378
swap,45,376957.468750,,,,80,6735.520125,0.305668
swap,46,339602.617188,,,,80,6607.720078,0.278606
swap,47,131013.224609,,,,80,5739.320082,0.289998
swap,48,128992.453125,,,,80,6697.640093,0.301161
swap,49,148564.656250,,,,80,5922.680090,0.321680
swap,50,333666.578125,,,,80,6446.680081,0.368233
swap,51,257838.003906,,,,80,6337.740060,0.331381
swap,52,70211.630859,,,,80,6043.780104,0.322555
swap,53,121829.644531,,,,80,5882.140097,0.350547
swap,54,103779.537109,,,,80,5398.840075,0.472171
swap,55,532753.812500,,,,80,6915.080032,0.405046
swap,56,506636.757812,,,,80,6762.640110,0.316981
swap,57,376401.148438,,,,80,5419.160070,0.326158
swap,58,278296.757812,,,,80,6644.800118,0.381856
swap,59,106141.353516,,,,80,5748.320105,0.331155
swap,60,272174.046875,,,,80,6329.900127,0.323133
swap,1,91960.457031,,,,80,6287.860023,0.348289
swap,2,97064.349609,,,,80,6431.160194,0.359352
swap,3,161417.519531,,,,80,5809.020088,0.352378
swap,4,72079.919922,,,,80,6470.680122,0.328369
swap,5,107713.287109,,,,80,6507.260109,0.336471
swap,6,107434.447266,,,,80,6524.740059,0.316717
swap,7,69182.091797,,,,80,6134.540108,0.288433
swap,8,123295.054688,,,,80,6674.320107,0.300803
swap,9,162961.773438,,,,80,6416.720100,0.285818
swap,10,151063.710938,,,,80,6168.520027,0.292055
swap,11,53682.475586,,,,80,6152.400063,0.344829
swap,12,148173.367188,,,,80,6303.620003,0.345153
swap,13,95287.556641,,,,80,6025.300026,0.370402
swap,14,46390.683594,,,,80,5986.720039,0.330101
swap,15,48195.001953,,,,80,6293.900139,0.304989
swap,16,130271.478516,,,,80,6946.380089,0.348499
swap,17,101350.896484,,,,80,6183.840065,0.312910
swap,18,102492.925781,,,,80,6494.220039,0.336313
swap,19,88469.248047,,,,80,5874.380165,0.313179
swap,20,63881.405273,,,,80,6143.620064,0.296550
swap,21,99617.037109,,,,80,6705.640099,0.329597
swap,22,60001.638672,,,,80,6282.460121,0.342661
swap,23,60364.083008,,,,80,6521.280052,0.307329
swap,24,96412.292969,,,,80,6274.119987,0.320674
swap,25,208607.816406,,,,80,7044.140099,0.354897
swap,26,20086.893555,,,,80,6061.060097,0.367008
swap,27,130047.275391,,,,80,6217.420052,0.369570
swap,28,41848.086914,,,,80,6274.920143,0.381152
swap,29,19332.946289,,,,80,6191.420052,0.344065
swap,30,95128.962891,,,,80,6396.840157,0.336266
swap,31,62418.981445,,,,80,6097.240059,0.365704
swap,32,63887.220703,,,,80,6549.100182,0.339662
swap,33,64402.438477,,,,80,5901.760170,0.371697
swap,34,56591.942383,,,,80,6210.400063,0.380719
swap,35,143288.605469,,,,80,6713.620110,0.343606
swap,36,70429.314453,,,,80,6528.100060,0.316731
swap,37,47244.574219,,,,80,6257.340157,0.366452
swap,38,77285.087891,,,,80,5896.480080,0.309925
swap,39,89057.414062,,,,80,6391.900078,0.318432
swap,40,106481.886719,,,,80,6226.760048,0.327010
swap,41,43061.702148,,,,80,6132.060127,0.390336
swap,42,62971.349609,,,,80,6342.960152,0.414217
swap,43,104492.869141,,,,80,6718.460167,0.365345
swap,44,41633.504883,,,,80,6345.280083,0.354320
swap,45,52408.961914,,,,80,6147.840096,0.406968
swap,46,53236.247070,,,,80,6286.520241,0.352204
swap,47,111168.417969,,,,80,6139.080055,0.356359
swap,48,116060.919922,,,,80,6702.780174,0.418076
swap,49,34644.473633,,,,80,6136.720116,0.291086
swap,50,89909.972656,,,,80,6730.340157,0.339302
swap,51,32883.165039,,,,80,5927.240105,0.340404
swap,52,45512.403320,,,,80,6012.580208,0.345526
swap,53,88454.296875,,,,80,6479.460182,0.421289
swap,54,50875.188477,,,,80,6204.940086,0.366055
swap,55,85978.335938,,,,80,6557.339943,0.343411
swap,56,73908.216797,,,,80,6529.380089,0.338333
swap,57,58019.443359,,,,80,6275.239998,0.325958
swap,58,68850.332031,,,,80,5946.520149,0.351898
swap,59,78445.933594,,,,80,6575.520073,0.371277
swap,60,37299.192383,,,,80,6431.060097,0.350913
swap,1,23807.154785,,,,80,5965.380138,0.321684
swap,2,153895.605469,,,,80,6642.680035,0.312370
swap,3,86547.150391,,,,80,6575.920040,0.332476
swap,4,39754.350586,,,,80,6085.440014,0.372200
swap,5,377011.726562,,,,80,6000.540142,0.341586
swap,6,119595.515625,,,,80,5898.299999,0.324959
swap,7,22466.297852,,,,80,6120.540112,0.314823
swap,8,172776.335938,,,,80,6845.979885,0.373170
swap,9,181588.984375,,,,80,6283.400036,0.391201
swap,10,340376.726562,,,,80,5899.700054,0.362849
swap,11,241600.339844,,,,80,6844.340027,0.347157
swap,12,269049.937500,,,,80,5679.200115,0.357954
swap,13,116983.636719,,,,80,6745.880123,0.377827
swap,14,13658.666260,,,,80,5858.560101,0.392684
swap,15,19622.264160,,,,80,5784.839977,0.362981
swap,16,118285.841797,,,,80,6735.100018,0.359787
swap,17,60823.183594,,,,80,6676.140049,0.365402
swap,18,130535.789062,,,,80,6608.020077,0.337226
swap,19,135408.789062,,,,80,6597.180019,0.345684
swap,20,153264.125000,,,,80,6823.959988,0.343647
swap,21,55437.660156,,,,80,6648.280148,0.328406
swap,22,113231.068359,,,,80,6234.780300,0.340938
swap,23,119673.142578,,,,80,6472.980133,0.363649
swap,24,99794.791016,,,,80,6310.820065,0.361999
swap,25,212177.710938,,,,80,7189.100079,0.366787
swap,26,237842.066406,,,,80,5775.040081,0.344199
swap,27,303472.851562,,,,80,5798.280071,0.354458
swap,28,212747.238281,,,,80,5874.400005,0.371657
swap,29,236044.902344,,,,80,5913.000042,0.317123
swap,30,107585.435547,,,,80,6500.479977,0.343936
swap,31,25998.007812,,,,80,5935.860119,0.338187
swap,32,132721.410156,,,,80,6658.979977,0.344019
swap,33,34562.821777,,,,80,5782.659954,0.376598
swap,34,69183.041016,,,,80,6845.440125,0.333324
swap,35,31691.684082,,,,80,5697.619976,0.389122
swap,36,238225.027344,,,,80,6837.420055,0.350530
swap,37,12600.132324,,,,80,5893.280041,0.342467
swap,38,107736.632812,,,,80,6618.480221,0.378830
swap,39,70227.019531,,,,80,6426.240082,0.351295
swap,40,22613.919922,,,,80,6026.620037,0.337481
swap,41,148338.675781,,,,80,6775.239925,0.354317
swap,42,107369.830078,,,,80,6624.999969,0.374672
swap,43,30033.260254,,,,80,5679.500103,0.376285
swap,44,134921.253906,,,,80,7015.860058,0.396237
swap,45,152983.167969,,,,80,6642.500027,0.338071
swap,46,95718.679688,,,,80,6088.819965,0.330544
swap,47,102645.443359,,,,80,6695.239956,0.334891
swap,48,133100.531250,,,,80,6662.819973,0.347069
swap,49,191766.070312,,,,80,5766.599926,0.346423
swap,50,107732.500000,,,,80,6761.720119,0.356215
swap,51,33998.838867,,,,80,6160.840137,0.363860
swap,52,86855.951172,,,,80,6808.380096,0.386045
swap,53,160961.589844,,,,80,7119.019924,0.370017
swap,54,134048.054688,,,,80,6813.140018,0.389168
swap,55,124117.783203,,,,80,6494.020046,0.348337
swap,56,54689.825195,,,,80,6251.300098,0.357330
swap,57,86242.289062,,,,80,6172.740078,0.376476
swap,58,44505.135742,,,,80,5726.180126,0.378208
swap,59,29634.647949,,,,80,5801.740276,0.315089
swap,60,69997.587891,,,,80,6685.320042,0.346468
swap,1,24527.689941,,,,80,5488.540081,0.419253
swap,2,15346.636230,,,,80,5317.780041,0.411109
swap,3,206364.226562,,,,80,6463.279907,0.413044
swap,4,18481.209961,,,,80,5184.060101,0.376523
swap,5,37929.805664,,,,80,5490.579998,0.371843
swap,6,112768.382812,,,,80,5784.780163,0.341945
swap,7,79612.091797,,,,80,5600.579876,0.330407
swap,8,15306.679932,,,,80,5152.759960,0.356717
swap,9,15207.114258,,,,80,5087.100018,0.362250
swap,10,10547.181152,,,,80,5227.140034,0.392584
swap,11,15348.617920,,,,80,5031.580059,0.412396
swap,12,23278.085449,,,,80,5208.379986,0.413338
swap,13,67328.312500,,,,80,6050.480030,0.458284
swap,14,69856.912109,,,,80,5707.079945,0.407544
swap,15,58419.037109,,,,80,5522.400036,0.396944
swap,16,5209.686768,,,,80,5161.139996,0.421915
swap,17,18006.823242,,,,80,5053.080029,0.475468
swap,18,16157.205078,,,,80,5458.039898,0.422226
swap,19,37748.707031,,,,80,5244.400013,0.436829
swap,20,137892.371094,,,,80,6049.640018,0.372796
swap,21,12093.521973,,,,80,5235.120068,0.370704
swap,22,12472.056641,,,,80,5194.000072,0.383739
swap,23,12982.389404,,,,80,5178.180035,0.399342
swap,24,13603.833496,,,,80,5314.179943,0.368564
swap,25,4107.943237,,,,80,5065.079998,0.276103
swap,26,11374.015625,,,,80,5322.780048,0.292076
swap,27,3138.005066,,,,80,5220.020000,0.332520
swap,28,16033.697998,,,,80,5374.699932,0.305539
swap,29,26248.396484,,,,80,5456.720043,0.314767
swap,30,16144.878174,,,,80,5406.540081,0.300624
swap,31,3938.571228,,,,80,5089.919994,0.347781
swap,32,8904.802734,,,,80,5200.999981,0.316771
swap,33,48543.659180,,,,80,5634.500072,0.345262
swap,34,30236.705566,,,,80,5755.200031,0.365561
swap,35,10510.329346,,,,80,5172.940014,0.374879
swap,36,107294.222656,,,,80,5969.280010,0.379477
swap,37,62771.124023,,,,80,5672.260052,0.373939
swap,38,13922.515137,,,,80,5353.880077,0.374111
swap,39,17639.964355,,,,80,5280.620068,0.405363
swap,40,15609.673340,,,,80,5137.820019,0.352423
swap,41,6590.779663,,,,80,5142.160015,0.404809
swap,42,16028.251465,,,,80,5133.160015,0.419834
swap,43,10454.160400,,,,80,5256.819958,0.502863
swap,44,14659.113525,,,,80,5140.660015,0.335361
swap,45,11911.548828,,,,80,5309.640057,0.355296
swap,46,151961.746094,,,,80,6296.419994,0.310289
swap,47,18105.453613,,,,80,5271.199932,0.300040
swap,48,57223.343750,,,,80,5748.980152,0.353300
swap,49,10577.936523,,,,80,5282.919964,0.343658
swap,50,33220.220703,,,,80,5847.420116,0.430092
swap,51,25417.509766,,,,80,5412.160030,0.378912
swap,52,266301.257812,,,,80,6177.779980,0.370950
swap,53,21994.600586,,,,80,5218.480000,0.327003
swap,54,15948.907715,,,,80,5344.999920,0.368893
swap,55,39191.480469,,,,80,5354.540020,0.365203
swap,56,20408.616211,,,,80,5141.179943,0.364713
swap,57,83217.154297,,,,80,5748.860071,0.374508
swap,58,36391.437500,,,,80,5443.740192,0.326084
swap,59,18722.680664,,,,80,5223.419964,0.377216
swap,60,10209.993408,,,,80,5284.220013,0.386934
swap,1,165788.519531,,,,80,5888.200188,0.343363
swap,2,14668.154541,,,,80,5206.160088,0.349308
swap,3,40189.060547,,,,80,5308.620232,0.382500
swap,4,40874.993164,,,,80,5627.560112,0.363291
swap,5,89708.396484,,,,80,5780.220146,0.352668
swap,6,110051.937500,,,,80,5767.440178,0.324294
swap,7,106333.544922,,,,80,5602.980064,0.311742
swap,8,35165.379883,,,,80,5730.620201,0.314293
swap,9,18546.246094,,,,80,5219.900108,0.306711
swap,10,77678.507812,,,,80,5778.380241,0.301255
swap,11,181918.468750,,,,80,6206.380257,0.313772
swap,12,65950.041016,,,,80,5701.800224,0.338713
swap,13,37080.377930,,,,80,5348.280205,0.314871
swap,14,92460.107422,,,,80,5961.500145,0.287436
swap,15,183895.929688,,,,80,6332.840202,0.304192
swap,16,40097.116211,,,,80,5276.140129,0.288257
swap,17,38643.414062,,,,80,5288.560020,0.312625
swap,18,45404.778320,,,,80,5424.900215,0.283531
swap,19,82058.943359,,,,80,5744.440178,0.315071
swap,20,45140.719727,,,,80,5799.160149,0.298931
swap,21,26211.101562,,,,80,5352.000175,0.312919
swap,22,26450.110352,,,,80,5647.760307,0.347960
swap,23,196374.593750,,,,80,5872.520042,0.316420
swap,24,73522.074219,,,,80,5038.500114,0.310589
swap,25,138120.179688,,,,80,6007.900200,0.313227
swap,26,90842.244141,,,,80,5920.700096,0.309483
swap,27,127290.851562,,,,80,5957.180168,0.287587
swap,28,101629.917969,,,,80,5642.440147,0.283515
swap,29,51067.982422,,,,80,5414.560020,0.348850
swap,30,41265.336914,,,,80,5074.100273,0.316715
swap,31,179689.839844,,,,80,5540.560265,0.353406
swap,32,292064.296875,,,,80,5760.200264,0.333663
swap,33,29162.940918,,,,80,5113.600090,0.335601
swap,34,33510.195312,,,,80,5280.520226,0.339931
swap,35,160138.593750,,,,80,5643.060265,0.336102
swap,36,26147.292969,,,,80,5382.420250,0.339282
swap,37,21013.020020,,,,80,5201.160118,0.428153
swap,38,23956.461914,,,,80,5421.040062,0.351290
swap,39,152072.121094,,,,80,5959.020208,0.330927
swap,40,46105.137695,,,,80,5427.520164,0.321783
swap,41,61954.495117,,,,80,5585.320274,0.340143
swap,42,19489.501465,,,,80,5147.580132,0.322386
swap,43,152306.089844,,,,80,6251.140251,0.317765
swap,44,48590.654297,,,,80,5547.780205,0.298350
swap,45,22764.133789,,,,80,5293.980156,0.286646
swap,46,27246.658691,,,,80,5158.740105,0.295627
swap,47,18400.809570,,,,80,5192.240227,0.330418
swap,48,15432.606201,,,,80,5208.780113,0.305407
swap,49,15640.873291,,,,80,5087.460258,0.326240
swap,50,73060.142578,,,,80,5615.560234,0.312678
swap,51,119821.449219,,,,80,6016.360130,0.327985
swap,52,14294.192139,,,,80,5184.420158,0.347316
swap,53,81763.554688,,,,80,5649.280174,0.343589
swap,54,19358.609863,,,,80,5029.220116,0.342925
swap,55,15912.906250,,,,80,5307.520103,0.314935
swap,56,16235.457520,,,,80,5071.980156,0.314987
swap,57,27549.063965,,,,80,5465.179985,0.333087
swap,58,20558.379883,,,,80,5214.600243,0.323383
swap,59,114726.431641,,,,80,5704.560234,0.313394
swap,60,72112.300781,,,,80,5609.720207,0.297617
swap,1,62193.917969,,,,80,6441.200184,0.362227
swap,2,44524.673828,,,,80,6248.780262,0.330739
swap,3,17628.395508,,,,80,5982.500324,0.348629
swap,4,50210.075195,,,,80,6460.540424,0.346280
swap,5,21874.858398,,,,80,5937.880177,0.307083
swap,6,16476.790283,,,,80,5893.060261,0.303278
swap,7,20069.833984,,,,80,5995.120319,0.313297
swap,8,17819.485840,,,,80,5828.300282,0.298412
swap,9,20922.523926,,,,80,6046.440296,0.317985
swap,10,35468.335938,,,,80,6185.480442,0.363518
swap,11,18499.950684,,,,80,6043.040180,0.387673
swap,12,52039.319336,,,,80,6341.540318,0.388560
swap,13,14150.184814,,,,80,5983.120258,0.389006
swap,14,53736.128906,,,,80,6593.760319,0.405388
swap,15,52004.911133,,,,80,6468.080311,0.413506
swap,16,14344.567383,,,,80,5873.440296,0.377535
swap,17,47543.111328,,,,80,6322.100300,0.337625
swap,18,17930.789551,,,,80,6146.440235,0.356720
swap,19,35304.657227,,,,80,6192.840168,0.334220
swap,20,19591.237793,,,,80,6014.300312,0.320311
swap,21,22376.395996,,,,80,6002.480305,0.330257
swap,22,44793.452148,,,,80,6201.340260,0.354715
swap,23,9175.687744,,,,80,5914.020252,0.342036
swap,24,56117.612305,,,,80,6409.120396,0.364333
swap,25,12242.749512,,,,80,5832.760303,0.335229
swap,26,9451.842285,,,,80,5861.880207,0.396481
swap,27,50985.816406,,,,80,6178.400333,0.401621
swap,28,48684.074219,,,,80,6264.340351,0.433044
swap,29,65665.417969,,,,80,6362.500401,0.459128
swap,30,31286.163574,,,,80,6015.080280,0.355048
swap,31,17807.400879,,,,80,5882.700245,0.366963
swap,32,13835.373535,,,,80,6048.080158,0.325561
swap,33,55473.280273,,,,80,6210.800327,0.355375
swap,34,35510.867188,,,,80,6379.680302,0.366300
swap,35,24536.512695,,,,80,5885.020252,0.330277
swap,36,37538.042969,,,,80,6147.480289,0.338416
swap,37,33687.864258,,,,80,5982.000202,0.329343
swap,38,224606.339844,,,,80,6711.000340,0.314899
swap,39,16327.769287,,,,80,5768.460255,0.347965
swap,40,158087.742188,,,,80,6561.840321,0.350797
swap,41,83462.125000,,,,80,6709.020359,0.366172
swap,42,454824.054688,,,,80,6434.760349,0.350438
swap,43,16993.760742,,,,80,5942.940296,0.316010
swap,44,41259.764648,,,,80,6229.320194,0.331051
swap,45,17285.720703,,,,80,5873.160328,0.311512
swap,46,42011.110352,,,,80,6356.340443,0.333978
swap,47,17069.845703,,,,80,5917.820240,0.353803
swap,48,14037.175049,,,,80,6035.080341,0.369202
swap,49,95751.140625,,,,80,6365.840397,0.361204
swap,50,27398.170898,,,,80,5860.640369,0.293283
swap,51,61462.443359,,,,80,6237.920185,0.362284
swap,52,21228.828125,,,,80,6128.820240,0.455687
swap,53,13703.223145,,,,80,6033.500294,0.399361
swap,54,25494.809570,,,,80,6110.100147,0.405636
swap,55,28791.833984,,,,80,6297.700336,0.350438
swap,56,19156.261719,,,,80,5979.440296,0.332921
swap,57,24224.289062,,,,80,6366.740314,0.361235
swap,58,38816.494141,,,,80,6309.280216,0.344862
swap,59,89633.929688,,,,80,6390.540134,0.288361
swap,60,15865.858887,,,,80,5864.940235,0.300466
swap,1,38368.650391,,,,80,5930.640118,0.320742
swap,2,29053.740234,,,,80,6111.160168,0.316724
swap,3,19233.270996,,,,80,6018.960186,0.337021
swap,4,16460.763916,,,,80,5993.200115,0.397549
swap,5,31720.166504,,,,80,6217.600231,0.324273
swap,6,17760.833496,,,,80,5926.860119,0.338760
swap,7,26114.568848,,,,80,6230.900219,0.346423
swap,8,15441.017822,,,,80,6145.920238,0.365033
swap,9,18755.513672,,,,80,6220.020184,0.351362
swap,10,16166.681396,,,,80,5995.060131,0.362760
swap,11,29570.311523,,,,80,6238.900249,0.394372
swap,12,17265.926270,,,,80,6117.780193,0.355694
swap,13,33534.802734,,,,80,6029.500164,0.372829
swap,14,53408.299805,,,,80,6115.280132,0.390631
swap,15,17284.013672,,,,80,6072.800182,0.328080
swap,16,31805.282715,,,,80,6247.140240,0.362997
swap,17,23155.668945,,,,80,6063.680218,0.367995
swap,18,22454.740723,,,,80,6072.740185,0.343210
swap,19,18768.642090,,,,80,6098.900249,0.382676
swap,20,8740.945312,,,,80,5930.360210,0.386100
swap,21,12553.184326,,,,80,5901.340099,0.387904
swap,22,13470.626465,,,,80,5932.540142,0.379484
swap,23,17364.850098,,,,80,5857.520245,0.445320
swap,24,29219.818359,,,,80,6224.520214,0.387529
swap,25,17655.172363,,,,80,6088.520214,0.369002
swap,26,21900.986328,,,,80,5900.940197,0.405391
swap,27,12601.187744,,,,80,5835.280216,0.349916
swap,28,35204.093750,,,,80,6194.180248,0.367340
swap,29,22170.731934,,,,80,5956.200146,0.320958
swap,30,11170.610352,,,,80,6008.460217,0.314816
swap,31,15520.319580,,,,80,5788.940136,0.354546
swap,32,37347.098633,,,,80,6240.640148,0.362700
swap,33,26764.468262,,,,80,6149.320141,0.382428
swap,34,19529.382812,,,,80,6084.900219,0.384856
swap,35,17496.615723,,,,80,5985.260174,0.448117
swap,36,8843.195557,,,,80,5846.940166,0.375174
