cell_name,site_id,x_um,y_um,physical_cell_name,cell_type
$abc$155330$auto$blifparse.cc:396:parse_blif$159532,57356,504.1000061035156,358.6000061035156,T18Y32__R2_INV_1,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159533,59096,504.55999755859375,364.0400085449219,T18Y33__R0_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159534,43203,490.760009765625,271.55999755859375,T17Y24__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159535,62601,480.6400146484375,391.239990234375,T17Y35__R2_NAND_1,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159536,60967,578.1599731445312,374.9200134277344,T20Y34__R0_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159537,62592,483.8599853515625,388.5199890136719,T17Y35__R1_NAND_2,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159538,59183,529.8599853515625,372.20001220703125,T19Y33__R3_NAND_0,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159539,60911,536.760009765625,374.9200134277344,T19Y34__R0_INV_0,sky130_fd_sc_hd__clkinv_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159540,60866,516.0599975585938,374.9200134277344,T18Y34__R0_NAND_3,sky130_fd_sc_hd__nand2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159541,45064,543.6599731445312,282.44000244140625,T19Y25__R2_OR_0,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159542,50016,357.3599853515625,315.0799865722656,T12Y28__R2_OR_3,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159543,50014,352.760009765625,315.0799865722656,T12Y28__R2_OR_1,sky130_fd_sc_hd__or2_2
$abc$155330$auto$blifparse.cc:396:parse_blif$159544,49989,352.760009765625,309.6400146484375,T12Y28__R0_NAND_4,sky130_fd_sc_hd__nand2_2
