cell_name,cell_type,port,net_bit,direction
$abc$2096$auto$blifparse.cc:396:parse_blif$2281,sky130_fd_sc_hd__or2_2,X,310,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2282,sky130_fd_sc_hd__nand2_2,A,15,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2282,sky130_fd_sc_hd__nand2_2,B,7,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2282,sky130_fd_sc_hd__nand2_2,Y,311,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2283,sky130_fd_sc_hd__or2_2,A,205,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2283,sky130_fd_sc_hd__or2_2,B,311,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2283,sky130_fd_sc_hd__or2_2,X,312,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2284,sky130_fd_sc_hd__nand2_2,A,310,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2284,sky130_fd_sc_hd__nand2_2,B,312,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2284,sky130_fd_sc_hd__nand2_2,Y,313,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2285,sky130_fd_sc_hd__clkinv_2,A,313,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2285,sky130_fd_sc_hd__clkinv_2,Y,314,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2286,sky130_fd_sc_hd__nand2_2,A,309,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2286,sky130_fd_sc_hd__nand2_2,B,314,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2286,sky130_fd_sc_hd__nand2_2,Y,315,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2287,sky130_fd_sc_hd__nand2_2,A,132,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2287,sky130_fd_sc_hd__nand2_2,B,277,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2287,sky130_fd_sc_hd__nand2_2,Y,316,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2288,sky130_fd_sc_hd__or2_2,A,132,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2288,sky130_fd_sc_hd__or2_2,B,277,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2288,sky130_fd_sc_hd__or2_2,X,317,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2289,sky130_fd_sc_hd__nand2_2,A,316,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2289,sky130_fd_sc_hd__nand2_2,B,317,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2289,sky130_fd_sc_hd__nand2_2,Y,318,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2290,sky130_fd_sc_hd__or2_2,A,230,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2290,sky130_fd_sc_hd__or2_2,B,318,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2290,sky130_fd_sc_hd__or2_2,X,319,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2291,sky130_fd_sc_hd__or2_2,A,15,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2291,sky130_fd_sc_hd__or2_2,B,7,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2291,sky130_fd_sc_hd__or2_2,X,320,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2292,sky130_fd_sc_hd__nand2_2,A,220,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2292,sky130_fd_sc_hd__nand2_2,B,311,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2292,sky130_fd_sc_hd__nand2_2,Y,321,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2293,sky130_fd_sc_hd__nand2_2,A,194,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2293,sky130_fd_sc_hd__nand2_2,B,321,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2293,sky130_fd_sc_hd__nand2_2,Y,322,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2294,sky130_fd_sc_hd__nand2_2,A,320,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2294,sky130_fd_sc_hd__nand2_2,B,322,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2294,sky130_fd_sc_hd__nand2_2,Y,323,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2295,sky130_fd_sc_hd__nand2_2,A,319,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2295,sky130_fd_sc_hd__nand2_2,B,323,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2295,sky130_fd_sc_hd__nand2_2,Y,324,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2296,sky130_fd_sc_hd__or2_2,A,315,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2296,sky130_fd_sc_hd__or2_2,B,324,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2296,sky130_fd_sc_hd__or2_2,X,325,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2297,sky130_fd_sc_hd__clkinv_2,A,325,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2297,sky130_fd_sc_hd__clkinv_2,Y,326,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2298,sky130_fd_sc_hd__nand2_2,A,305,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2298,sky130_fd_sc_hd__nand2_2,B,326,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2298,sky130_fd_sc_hd__nand2_2,Y,327,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2299,sky130_fd_sc_hd__clkinv_2,A,327,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2299,sky130_fd_sc_hd__clkinv_2,Y,328,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2300,sky130_fd_sc_hd__nand2_2,A,300,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2300,sky130_fd_sc_hd__nand2_2,B,328,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2300,sky130_fd_sc_hd__nand2_2,Y,117,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2301,sky130_fd_sc_hd__or2_2,A,16,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2301,sky130_fd_sc_hd__or2_2,B,133,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2301,sky130_fd_sc_hd__or2_2,X,329,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2302,sky130_fd_sc_hd__nand2_2,A,16,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2302,sky130_fd_sc_hd__nand2_2,B,133,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2302,sky130_fd_sc_hd__nand2_2,Y,330,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2303,sky130_fd_sc_hd__nand2_2,A,329,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2303,sky130_fd_sc_hd__nand2_2,B,330,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2303,sky130_fd_sc_hd__nand2_2,Y,331,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2304,sky130_fd_sc_hd__clkinv_2,A,331,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2304,sky130_fd_sc_hd__clkinv_2,Y,332,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2305,sky130_fd_sc_hd__nand2_2,A,293,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2305,sky130_fd_sc_hd__nand2_2,B,295,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2305,sky130_fd_sc_hd__nand2_2,Y,333,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2306,sky130_fd_sc_hd__nand2_2,A,292,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2306,sky130_fd_sc_hd__nand2_2,B,333,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2306,sky130_fd_sc_hd__nand2_2,Y,334,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2307,sky130_fd_sc_hd__nand2_2,A,332,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2307,sky130_fd_sc_hd__nand2_2,B,334,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2307,sky130_fd_sc_hd__nand2_2,Y,335,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2308,sky130_fd_sc_hd__or2_2,A,332,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2308,sky130_fd_sc_hd__or2_2,B,334,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2308,sky130_fd_sc_hd__or2_2,X,336,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2309,sky130_fd_sc_hd__nand2_2,A,335,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2309,sky130_fd_sc_hd__nand2_2,B,336,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2309,sky130_fd_sc_hd__nand2_2,Y,337,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2310,sky130_fd_sc_hd__or2_2,A,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2310,sky130_fd_sc_hd__or2_2,B,337,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2310,sky130_fd_sc_hd__or2_2,X,338,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2311,sky130_fd_sc_hd__clkinv_2,A,338,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2311,sky130_fd_sc_hd__clkinv_2,Y,339,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2312,sky130_fd_sc_hd__nand2_2,A,302,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2312,sky130_fd_sc_hd__nand2_2,B,311,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2312,sky130_fd_sc_hd__nand2_2,Y,340,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2313,sky130_fd_sc_hd__nand2_2,A,331,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2313,sky130_fd_sc_hd__nand2_2,B,340,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2313,sky130_fd_sc_hd__nand2_2,Y,341,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2314,sky130_fd_sc_hd__clkinv_2,A,341,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2314,sky130_fd_sc_hd__clkinv_2,Y,342,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2315,sky130_fd_sc_hd__or2_2,A,331,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2315,sky130_fd_sc_hd__or2_2,B,340,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2315,sky130_fd_sc_hd__or2_2,X,343,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2316,sky130_fd_sc_hd__nand2_2,A,250,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2316,sky130_fd_sc_hd__nand2_2,B,343,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2316,sky130_fd_sc_hd__nand2_2,Y,344,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2317,sky130_fd_sc_hd__or2_2,A,342,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2317,sky130_fd_sc_hd__or2_2,B,344,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2317,sky130_fd_sc_hd__or2_2,X,345,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2318,sky130_fd_sc_hd__nand2_2,A,133,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2318,sky130_fd_sc_hd__nand2_2,B,317,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2318,sky130_fd_sc_hd__nand2_2,Y,346,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2319,sky130_fd_sc_hd__or2_2,A,133,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2319,sky130_fd_sc_hd__or2_2,B,317,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2319,sky130_fd_sc_hd__or2_2,X,347,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2320,sky130_fd_sc_hd__nand2_2,A,346,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2320,sky130_fd_sc_hd__nand2_2,B,347,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2320,sky130_fd_sc_hd__nand2_2,Y,348,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2321,sky130_fd_sc_hd__or2_2,A,230,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2321,sky130_fd_sc_hd__or2_2,B,348,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2321,sky130_fd_sc_hd__or2_2,X,349,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2322,sky130_fd_sc_hd__nand2_2,A,8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2322,sky130_fd_sc_hd__nand2_2,B,307,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2322,sky130_fd_sc_hd__nand2_2,Y,350,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2323,sky130_fd_sc_hd__or2_2,A,8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2323,sky130_fd_sc_hd__or2_2,B,307,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2323,sky130_fd_sc_hd__or2_2,X,351,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2324,sky130_fd_sc_hd__nand2_2,A,350,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2324,sky130_fd_sc_hd__nand2_2,B,351,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2324,sky130_fd_sc_hd__nand2_2,Y,352,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2325,sky130_fd_sc_hd__nand2_2,A,226,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2325,sky130_fd_sc_hd__nand2_2,B,352,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2325,sky130_fd_sc_hd__nand2_2,Y,353,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2326,sky130_fd_sc_hd__or2_2,A,16,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2326,sky130_fd_sc_hd__or2_2,B,8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2326,sky130_fd_sc_hd__or2_2,X,354,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2327,sky130_fd_sc_hd__nand2_2,A,16,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2327,sky130_fd_sc_hd__nand2_2,B,8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2327,sky130_fd_sc_hd__nand2_2,Y,355,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2328,sky130_fd_sc_hd__nand2_2,A,220,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2328,sky130_fd_sc_hd__nand2_2,B,355,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2328,sky130_fd_sc_hd__nand2_2,Y,356,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2329,sky130_fd_sc_hd__nand2_2,A,194,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2329,sky130_fd_sc_hd__nand2_2,B,356,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2329,sky130_fd_sc_hd__nand2_2,Y,357,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2330,sky130_fd_sc_hd__nand2_2,A,354,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2330,sky130_fd_sc_hd__nand2_2,B,357,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2330,sky130_fd_sc_hd__nand2_2,Y,358,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2331,sky130_fd_sc_hd__or2_2,A,8,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2331,sky130_fd_sc_hd__or2_2,B,209,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2331,sky130_fd_sc_hd__or2_2,X,359,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2332,sky130_fd_sc_hd__or2_2,A,205,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2332,sky130_fd_sc_hd__or2_2,B,355,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2332,sky130_fd_sc_hd__or2_2,X,360,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2333,sky130_fd_sc_hd__nand2_2,A,359,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2333,sky130_fd_sc_hd__nand2_2,B,360,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2333,sky130_fd_sc_hd__nand2_2,Y,361,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2334,sky130_fd_sc_hd__clkinv_2,A,361,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2334,sky130_fd_sc_hd__clkinv_2,Y,362,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2335,sky130_fd_sc_hd__nand2_2,A,353,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2335,sky130_fd_sc_hd__nand2_2,B,358,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2335,sky130_fd_sc_hd__nand2_2,Y,363,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2336,sky130_fd_sc_hd__nand2_2,A,349,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2336,sky130_fd_sc_hd__nand2_2,B,362,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2336,sky130_fd_sc_hd__nand2_2,Y,364,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2337,sky130_fd_sc_hd__or2_2,A,363,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2337,sky130_fd_sc_hd__or2_2,B,364,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2337,sky130_fd_sc_hd__or2_2,X,365,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2338,sky130_fd_sc_hd__clkinv_2,A,365,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2338,sky130_fd_sc_hd__clkinv_2,Y,366,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2339,sky130_fd_sc_hd__nand2_2,A,345,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2339,sky130_fd_sc_hd__nand2_2,B,366,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2339,sky130_fd_sc_hd__nand2_2,Y,367,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2340,sky130_fd_sc_hd__or2_2,A,339,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2340,sky130_fd_sc_hd__or2_2,B,367,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2340,sky130_fd_sc_hd__or2_2,X,118,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2341,sky130_fd_sc_hd__or2_2,A,17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2341,sky130_fd_sc_hd__or2_2,B,134,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2341,sky130_fd_sc_hd__or2_2,X,368,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2342,sky130_fd_sc_hd__nand2_2,A,17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2342,sky130_fd_sc_hd__nand2_2,B,134,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2342,sky130_fd_sc_hd__nand2_2,Y,369,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2343,sky130_fd_sc_hd__nand2_2,A,368,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2343,sky130_fd_sc_hd__nand2_2,B,369,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2343,sky130_fd_sc_hd__nand2_2,Y,370,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2344,sky130_fd_sc_hd__clkinv_2,A,370,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2344,sky130_fd_sc_hd__clkinv_2,Y,371,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2345,sky130_fd_sc_hd__nand2_2,A,329,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2345,sky130_fd_sc_hd__nand2_2,B,335,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2345,sky130_fd_sc_hd__nand2_2,Y,372,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2346,sky130_fd_sc_hd__nand2_2,A,371,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2346,sky130_fd_sc_hd__nand2_2,B,372,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2346,sky130_fd_sc_hd__nand2_2,Y,373,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2347,sky130_fd_sc_hd__or2_2,A,371,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2347,sky130_fd_sc_hd__or2_2,B,372,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2347,sky130_fd_sc_hd__or2_2,X,374,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2348,sky130_fd_sc_hd__nand2_2,A,373,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2348,sky130_fd_sc_hd__nand2_2,B,374,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2348,sky130_fd_sc_hd__nand2_2,Y,375,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2349,sky130_fd_sc_hd__or2_2,A,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2349,sky130_fd_sc_hd__or2_2,B,375,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2349,sky130_fd_sc_hd__or2_2,X,376,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2350,sky130_fd_sc_hd__clkinv_2,A,376,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2350,sky130_fd_sc_hd__clkinv_2,Y,377,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2351,sky130_fd_sc_hd__nand2_2,A,341,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2351,sky130_fd_sc_hd__nand2_2,B,355,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2351,sky130_fd_sc_hd__nand2_2,Y,378,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2352,sky130_fd_sc_hd__or2_2,A,370,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2352,sky130_fd_sc_hd__or2_2,B,378,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2352,sky130_fd_sc_hd__or2_2,X,379,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2353,sky130_fd_sc_hd__nand2_2,A,370,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2353,sky130_fd_sc_hd__nand2_2,B,378,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2353,sky130_fd_sc_hd__nand2_2,Y,380,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2354,sky130_fd_sc_hd__clkinv_2,A,380,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2354,sky130_fd_sc_hd__clkinv_2,Y,381,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2355,sky130_fd_sc_hd__nand2_2,A,250,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2355,sky130_fd_sc_hd__nand2_2,B,379,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2355,sky130_fd_sc_hd__nand2_2,Y,382,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2356,sky130_fd_sc_hd__or2_2,A,381,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2356,sky130_fd_sc_hd__or2_2,B,382,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2356,sky130_fd_sc_hd__or2_2,X,383,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2357,sky130_fd_sc_hd__nand2_2,A,134,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2357,sky130_fd_sc_hd__nand2_2,B,347,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2357,sky130_fd_sc_hd__nand2_2,Y,384,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2358,sky130_fd_sc_hd__or2_2,A,134,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2358,sky130_fd_sc_hd__or2_2,B,347,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2358,sky130_fd_sc_hd__or2_2,X,385,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2359,sky130_fd_sc_hd__nand2_2,A,384,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2359,sky130_fd_sc_hd__nand2_2,B,385,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2359,sky130_fd_sc_hd__nand2_2,Y,386,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2360,sky130_fd_sc_hd__or2_2,A,230,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2360,sky130_fd_sc_hd__or2_2,B,386,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2360,sky130_fd_sc_hd__or2_2,X,387,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2361,sky130_fd_sc_hd__nand2_2,A,9,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2361,sky130_fd_sc_hd__nand2_2,B,351,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2361,sky130_fd_sc_hd__nand2_2,Y,388,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2362,sky130_fd_sc_hd__or2_2,A,9,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2362,sky130_fd_sc_hd__or2_2,B,351,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2362,sky130_fd_sc_hd__or2_2,X,389,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2363,sky130_fd_sc_hd__nand2_2,A,388,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2363,sky130_fd_sc_hd__nand2_2,B,389,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2363,sky130_fd_sc_hd__nand2_2,Y,390,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2364,sky130_fd_sc_hd__nand2_2,A,226,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2364,sky130_fd_sc_hd__nand2_2,B,390,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2364,sky130_fd_sc_hd__nand2_2,Y,391,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2365,sky130_fd_sc_hd__or2_2,A,17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2365,sky130_fd_sc_hd__or2_2,B,9,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2365,sky130_fd_sc_hd__or2_2,X,392,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2366,sky130_fd_sc_hd__nand2_2,A,17,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2366,sky130_fd_sc_hd__nand2_2,B,9,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2366,sky130_fd_sc_hd__nand2_2,Y,393,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2367,sky130_fd_sc_hd__nand2_2,A,220,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2367,sky130_fd_sc_hd__nand2_2,B,393,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2367,sky130_fd_sc_hd__nand2_2,Y,394,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2368,sky130_fd_sc_hd__nand2_2,A,194,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2368,sky130_fd_sc_hd__nand2_2,B,394,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2368,sky130_fd_sc_hd__nand2_2,Y,395,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2369,sky130_fd_sc_hd__nand2_2,A,392,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2369,sky130_fd_sc_hd__nand2_2,B,395,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2369,sky130_fd_sc_hd__nand2_2,Y,396,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2370,sky130_fd_sc_hd__or2_2,A,9,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2370,sky130_fd_sc_hd__or2_2,B,209,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2370,sky130_fd_sc_hd__or2_2,X,397,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2371,sky130_fd_sc_hd__clkinv_2,A,397,input
