cell_name,cell_type,port,net_bit,direction
$abc$2096$auto$blifparse.cc:396:parse_blif$2462,sky130_fd_sc_hd__or2_2,B,485,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2462,sky130_fd_sc_hd__or2_2,X,486,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2463,sky130_fd_sc_hd__or2_2,A,120,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2463,sky130_fd_sc_hd__or2_2,B,486,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2463,sky130_fd_sc_hd__or2_2,X,487,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2464,sky130_fd_sc_hd__or2_2,A,121,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2464,sky130_fd_sc_hd__or2_2,B,487,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2464,sky130_fd_sc_hd__or2_2,X,488,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2465,sky130_fd_sc_hd__clkinv_2,A,488,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2465,sky130_fd_sc_hd__clkinv_2,Y,123,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2466,sky130_fd_sc_hd__or2_2,A,459,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2466,sky130_fd_sc_hd__or2_2,B,463,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2466,sky130_fd_sc_hd__or2_2,X,489,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2467,sky130_fd_sc_hd__or2_2,A,413,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2467,sky130_fd_sc_hd__or2_2,B,448,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2467,sky130_fd_sc_hd__or2_2,X,490,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2468,sky130_fd_sc_hd__nand2_2,A,407,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2468,sky130_fd_sc_hd__nand2_2,B,446,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2468,sky130_fd_sc_hd__nand2_2,Y,491,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2469,sky130_fd_sc_hd__clkinv_2,A,491,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2469,sky130_fd_sc_hd__clkinv_2,Y,492,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2470,sky130_fd_sc_hd__nand2_2,A,242,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2470,sky130_fd_sc_hd__nand2_2,B,447,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2470,sky130_fd_sc_hd__nand2_2,Y,493,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2471,sky130_fd_sc_hd__or2_2,A,492,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2471,sky130_fd_sc_hd__or2_2,B,493,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2471,sky130_fd_sc_hd__or2_2,X,494,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2472,sky130_fd_sc_hd__clkinv_2,A,494,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2472,sky130_fd_sc_hd__clkinv_2,Y,495,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2473,sky130_fd_sc_hd__nand2_2,A,490,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2473,sky130_fd_sc_hd__nand2_2,B,495,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2473,sky130_fd_sc_hd__nand2_2,Y,496,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2474,sky130_fd_sc_hd__nand2_2,A,66,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2474,sky130_fd_sc_hd__nand2_2,B,241,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2474,sky130_fd_sc_hd__nand2_2,Y,497,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2475,sky130_fd_sc_hd__nand2_2,A,496,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2475,sky130_fd_sc_hd__nand2_2,B,497,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2475,sky130_fd_sc_hd__nand2_2,Y,498,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2476,sky130_fd_sc_hd__or2_2,A,250,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2476,sky130_fd_sc_hd__or2_2,B,498,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2476,sky130_fd_sc_hd__or2_2,X,499,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2477,sky130_fd_sc_hd__nand2_2,A,489,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2477,sky130_fd_sc_hd__nand2_2,B,499,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2477,sky130_fd_sc_hd__nand2_2,Y,500,output
$abc$2096$auto$blifparse.cc:396:parse_blif$2478,sky130_fd_sc_hd__clkinv_2,A,500,input
$abc$2096$auto$blifparse.cc:396:parse_blif$2478,sky130_fd_sc_hd__clkinv_2,Y,122,output
$auto$hilomap.cc:40:hilomap_worker$2060,sky130_fd_sc_hd__conb_1,HI,44,output
$auto$hilomap.cc:40:hilomap_worker$2547,sky130_fd_sc_hd__conb_1,HI,501,output
$auto$hilomap.cc:48:hilomap_worker$2058,sky130_fd_sc_hd__conb_1,LO,66,output
$auto$insbuf.cc:97:execute$2479,sky130_fd_sc_hd__clkbuf_4,A,107,input
$auto$insbuf.cc:97:execute$2479,sky130_fd_sc_hd__clkbuf_4,Y,502,output
$auto$insbuf.cc:97:execute$2480,sky130_fd_sc_hd__clkbuf_4,A,108,input
$auto$insbuf.cc:97:execute$2480,sky130_fd_sc_hd__clkbuf_4,Y,503,output
$auto$insbuf.cc:97:execute$2481,sky130_fd_sc_hd__clkbuf_4,A,109,input
$auto$insbuf.cc:97:execute$2481,sky130_fd_sc_hd__clkbuf_4,Y,504,output
$auto$insbuf.cc:97:execute$2482,sky130_fd_sc_hd__clkbuf_4,A,110,input
$auto$insbuf.cc:97:execute$2482,sky130_fd_sc_hd__clkbuf_4,Y,505,output
$auto$insbuf.cc:97:execute$2483,sky130_fd_sc_hd__clkbuf_4,A,125,input
$auto$insbuf.cc:97:execute$2483,sky130_fd_sc_hd__clkbuf_4,Y,506,output
$auto$insbuf.cc:97:execute$2484,sky130_fd_sc_hd__clkbuf_4,A,168,input
$auto$insbuf.cc:97:execute$2484,sky130_fd_sc_hd__clkbuf_4,Y,507,output
$auto$insbuf.cc:97:execute$2485,sky130_fd_sc_hd__clkbuf_4,A,110,input
$auto$insbuf.cc:97:execute$2485,sky130_fd_sc_hd__clkbuf_4,Y,508,output
$auto$insbuf.cc:97:execute$2486,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2486,sky130_fd_sc_hd__clkbuf_4,Y,45,output
$auto$insbuf.cc:97:execute$2487,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2487,sky130_fd_sc_hd__clkbuf_4,Y,54,output
$auto$insbuf.cc:97:execute$2488,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2488,sky130_fd_sc_hd__clkbuf_4,Y,55,output
$auto$insbuf.cc:97:execute$2489,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2489,sky130_fd_sc_hd__clkbuf_4,Y,56,output
$auto$insbuf.cc:97:execute$2490,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2490,sky130_fd_sc_hd__clkbuf_4,Y,57,output
$auto$insbuf.cc:97:execute$2491,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2491,sky130_fd_sc_hd__clkbuf_4,Y,58,output
$auto$insbuf.cc:97:execute$2492,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2492,sky130_fd_sc_hd__clkbuf_4,Y,59,output
$auto$insbuf.cc:97:execute$2493,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2493,sky130_fd_sc_hd__clkbuf_4,Y,60,output
$auto$insbuf.cc:97:execute$2494,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2494,sky130_fd_sc_hd__clkbuf_4,Y,61,output
$auto$insbuf.cc:97:execute$2495,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2495,sky130_fd_sc_hd__clkbuf_4,Y,62,output
$auto$insbuf.cc:97:execute$2496,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2496,sky130_fd_sc_hd__clkbuf_4,Y,63,output
$auto$insbuf.cc:97:execute$2497,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2497,sky130_fd_sc_hd__clkbuf_4,Y,46,output
$auto$insbuf.cc:97:execute$2498,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2498,sky130_fd_sc_hd__clkbuf_4,Y,64,output
$auto$insbuf.cc:97:execute$2499,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2499,sky130_fd_sc_hd__clkbuf_4,Y,65,output
$auto$insbuf.cc:97:execute$2500,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2500,sky130_fd_sc_hd__clkbuf_4,Y,67,output
$auto$insbuf.cc:97:execute$2501,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2501,sky130_fd_sc_hd__clkbuf_4,Y,68,output
$auto$insbuf.cc:97:execute$2502,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2502,sky130_fd_sc_hd__clkbuf_4,Y,69,output
$auto$insbuf.cc:97:execute$2503,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2503,sky130_fd_sc_hd__clkbuf_4,Y,70,output
$auto$insbuf.cc:97:execute$2504,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2504,sky130_fd_sc_hd__clkbuf_4,Y,71,output
$auto$insbuf.cc:97:execute$2505,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2505,sky130_fd_sc_hd__clkbuf_4,Y,72,output
$auto$insbuf.cc:97:execute$2506,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2506,sky130_fd_sc_hd__clkbuf_4,Y,73,output
$auto$insbuf.cc:97:execute$2507,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2507,sky130_fd_sc_hd__clkbuf_4,Y,47,output
$auto$insbuf.cc:97:execute$2508,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2508,sky130_fd_sc_hd__clkbuf_4,Y,74,output
$auto$insbuf.cc:97:execute$2509,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2509,sky130_fd_sc_hd__clkbuf_4,Y,75,output
$auto$insbuf.cc:97:execute$2510,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2510,sky130_fd_sc_hd__clkbuf_4,Y,76,output
$auto$insbuf.cc:97:execute$2511,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2511,sky130_fd_sc_hd__clkbuf_4,Y,77,output
$auto$insbuf.cc:97:execute$2512,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2512,sky130_fd_sc_hd__clkbuf_4,Y,78,output
$auto$insbuf.cc:97:execute$2513,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2513,sky130_fd_sc_hd__clkbuf_4,Y,79,output
$auto$insbuf.cc:97:execute$2514,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2514,sky130_fd_sc_hd__clkbuf_4,Y,80,output
$auto$insbuf.cc:97:execute$2515,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2515,sky130_fd_sc_hd__clkbuf_4,Y,81,output
$auto$insbuf.cc:97:execute$2516,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2516,sky130_fd_sc_hd__clkbuf_4,Y,82,output
$auto$insbuf.cc:97:execute$2517,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2517,sky130_fd_sc_hd__clkbuf_4,Y,83,output
$auto$insbuf.cc:97:execute$2518,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2518,sky130_fd_sc_hd__clkbuf_4,Y,48,output
$auto$insbuf.cc:97:execute$2519,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2519,sky130_fd_sc_hd__clkbuf_4,Y,49,output
$auto$insbuf.cc:97:execute$2520,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2520,sky130_fd_sc_hd__clkbuf_4,Y,50,output
$auto$insbuf.cc:97:execute$2521,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2521,sky130_fd_sc_hd__clkbuf_4,Y,51,output
$auto$insbuf.cc:97:execute$2522,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2522,sky130_fd_sc_hd__clkbuf_4,Y,52,output
$auto$insbuf.cc:97:execute$2523,sky130_fd_sc_hd__clkbuf_4,A,44,input
$auto$insbuf.cc:97:execute$2523,sky130_fd_sc_hd__clkbuf_4,Y,53,output
$auto$insbuf.cc:97:execute$2524,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2524,sky130_fd_sc_hd__clkbuf_4,Y,84,output
$auto$insbuf.cc:97:execute$2525,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2525,sky130_fd_sc_hd__clkbuf_4,Y,85,output
$auto$insbuf.cc:97:execute$2526,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2526,sky130_fd_sc_hd__clkbuf_4,Y,94,output
$auto$insbuf.cc:97:execute$2527,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2527,sky130_fd_sc_hd__clkbuf_4,Y,95,output
$auto$insbuf.cc:97:execute$2528,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2528,sky130_fd_sc_hd__clkbuf_4,Y,96,output
$auto$insbuf.cc:97:execute$2529,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2529,sky130_fd_sc_hd__clkbuf_4,Y,97,output
$auto$insbuf.cc:97:execute$2530,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2530,sky130_fd_sc_hd__clkbuf_4,Y,98,output
$auto$insbuf.cc:97:execute$2531,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2531,sky130_fd_sc_hd__clkbuf_4,Y,99,output
$auto$insbuf.cc:97:execute$2532,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2532,sky130_fd_sc_hd__clkbuf_4,Y,100,output
$auto$insbuf.cc:97:execute$2533,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2533,sky130_fd_sc_hd__clkbuf_4,Y,101,output
$auto$insbuf.cc:97:execute$2534,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2534,sky130_fd_sc_hd__clkbuf_4,Y,102,output
$auto$insbuf.cc:97:execute$2535,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2535,sky130_fd_sc_hd__clkbuf_4,Y,103,output
$auto$insbuf.cc:97:execute$2536,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2536,sky130_fd_sc_hd__clkbuf_4,Y,86,output
$auto$insbuf.cc:97:execute$2537,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2537,sky130_fd_sc_hd__clkbuf_4,Y,104,output
$auto$insbuf.cc:97:execute$2538,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2538,sky130_fd_sc_hd__clkbuf_4,Y,105,output
$auto$insbuf.cc:97:execute$2539,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2539,sky130_fd_sc_hd__clkbuf_4,Y,87,output
$auto$insbuf.cc:97:execute$2540,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2540,sky130_fd_sc_hd__clkbuf_4,Y,88,output
$auto$insbuf.cc:97:execute$2541,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2541,sky130_fd_sc_hd__clkbuf_4,Y,89,output
$auto$insbuf.cc:97:execute$2542,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2542,sky130_fd_sc_hd__clkbuf_4,Y,90,output
$auto$insbuf.cc:97:execute$2543,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2543,sky130_fd_sc_hd__clkbuf_4,Y,91,output
$auto$insbuf.cc:97:execute$2544,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2544,sky130_fd_sc_hd__clkbuf_4,Y,92,output
$auto$insbuf.cc:97:execute$2545,sky130_fd_sc_hd__clkbuf_4,A,66,input
$auto$insbuf.cc:97:execute$2545,sky130_fd_sc_hd__clkbuf_4,Y,93,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1480,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1480,sky130_fd_sc_hd__dfbbp_1,D,140,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1480,sky130_fd_sc_hd__dfbbp_1,Q,106,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1480,sky130_fd_sc_hd__dfbbp_1,Q_N,137,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1480,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1480,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1481,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1481,sky130_fd_sc_hd__dfbbp_1,D,147,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1481,sky130_fd_sc_hd__dfbbp_1,Q,107,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1481,sky130_fd_sc_hd__dfbbp_1,Q_N,509,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1481,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1481,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1482,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1482,sky130_fd_sc_hd__dfbbp_1,D,151,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1482,sky130_fd_sc_hd__dfbbp_1,Q,108,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1482,sky130_fd_sc_hd__dfbbp_1,Q_N,510,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1482,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1482,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1483,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1483,sky130_fd_sc_hd__dfbbp_1,D,154,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1483,sky130_fd_sc_hd__dfbbp_1,Q,109,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1483,sky130_fd_sc_hd__dfbbp_1,Q_N,511,output
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1483,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\counter_inst.$auto$ff.cc:266:slice$1483,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1422,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1422,sky130_fd_sc_hd__dfbbp_1,D,159,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1422,sky130_fd_sc_hd__dfbbp_1,Q,157,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1422,sky130_fd_sc_hd__dfbbp_1,Q_N,155,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1422,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1422,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1424,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1424,sky130_fd_sc_hd__dfbbp_1,D,167,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1424,sky130_fd_sc_hd__dfbbp_1,Q,125,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1424,sky130_fd_sc_hd__dfbbp_1,Q_N,512,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1424,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1424,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1425,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1425,sky130_fd_sc_hd__dfbbp_1,D,171,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1425,sky130_fd_sc_hd__dfbbp_1,Q,168,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1425,sky130_fd_sc_hd__dfbbp_1,Q_N,513,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1425,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1425,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1429,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1429,sky130_fd_sc_hd__dfbbp_1,D,174,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1429,sky130_fd_sc_hd__dfbbp_1,Q,110,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1429,sky130_fd_sc_hd__dfbbp_1,Q_N,514,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1429,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1429,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1430,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1430,sky130_fd_sc_hd__dfbbp_1,D,180,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1430,sky130_fd_sc_hd__dfbbp_1,Q,111,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1430,sky130_fd_sc_hd__dfbbp_1,Q_N,515,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1430,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1430,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1431,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1431,sky130_fd_sc_hd__dfbbp_1,D,187,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1431,sky130_fd_sc_hd__dfbbp_1,Q,112,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1431,sky130_fd_sc_hd__dfbbp_1,Q_N,516,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1431,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1431,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1432,sky130_fd_sc_hd__dfbbp_1,CLK,2,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1432,sky130_fd_sc_hd__dfbbp_1,D,190,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1432,sky130_fd_sc_hd__dfbbp_1,Q,113,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1432,sky130_fd_sc_hd__dfbbp_1,Q_N,517,output
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1432,sky130_fd_sc_hd__dfbbp_1,RESET_B,3,input
$flatten\A.\gray_inst.$auto$ff.cc:266:slice$1432,sky130_fd_sc_hd__dfbbp_1,SET_B,501,input
